ddate,ddate,MONTH,DAY,YEAR,Week,TotalBugs,Nem_Count,Othdip_Count,Homo_Count,Coleo_Count,Hymeno_Count,Thysano_Count,Arach_Count,Ephemo_Count,Hemi_Count,Lepido_Count,Trico_Count,Odona_Count,Nem_Mass,Othdip_Mass,Homo_Mass,Coleo_Mass,Hymeno_Mass,Thysano_Mass,Arach_Mass,Ephemo_Mass,Hemi_Mass,Lepido_Mass,Trico_Mass,Odona_Mass,All,Aquatic,Terrestrial,Flying,Irruptive,qualityissue,missinguncounted,flag
17-Jun-06,38885,6,17,2006,24,96,43,21,10,10,1,0,9,0,2,0,0,0,18.22841983,35.97596746,0.50280535,9.524082245,9.164398754,0,11.34788077,0,9.737144368,0,0,0,83.132818,54.20438729,64.90439818,63.36878604,18.22841983,0,0,0
18-Jun-06,38886,6,18,2006,25,98,50,15,18,5,4,0,6,0,0,0,0,0,17.18371322,14.91462199,1.360395534,2.580132494,31.97512653,0,3.901765705,0,0,0,0,0,68.01398977,32.09833521,50.83027655,64.07346174,17.18371322,0,0,0
19-Jun-06,38887,6,19,2006,25,103,54,31,14,3,1,0,0,0,0,0,0,0,18.37133208,8.844033439,0.70392749,0.753200734,4.868572184,0,0,0,0,0,0,0,33.54106592,27.21536552,15.16973385,32.0839377,18.37133208,0,0,0
20-Jun-06,38888,6,20,2006,25,41,22,8,5,3,0,0,3,0,0,0,0,0,8.285761846,7.266316986,0.251402675,5.117017991,0,0,2.899660202,0,0,0,0,0,20.9204995,15.55207883,12.63473765,15.55207883,8.285761846,0,0,0
21-Jun-06,38889,6,21,2006,25,179,140,12,10,6,1,0,9,1,0,0,0,0,64.95143512,29.96651543,0.50280535,4.155997343,14.35517221,0,15.14299017,1.212619783,0,0,0,0,115.1445452,96.13057033,48.98049033,110.4857425,66.1640549,0,0,0
22-Jun-06,38890,6,22,2006,25,94,41,22,21,5,4,0,1,0,0,0,0,0,12.75771266,13.48073618,1.511237139,2.580132494,6.604726093,0,2.231589866,0,0,0,0,0,36.93454456,26.23844884,24.17683191,32.84317493,12.75771266,0,0,0
23-Jun-06,38891,6,23,2006,25,124,50,26,20,9,19,0,0,0,0,0,0,0,18.55289469,5.707646177,1.0056107,2.259602202,47.45940225,0,0,0,0,0,0,0,74.98515602,24.26054087,56.43226133,71.71994312,18.55289469,0,0,0
24-Jun-06,38892,6,24,2006,25,78,38,20,7,10,3,0,0,0,0,0,0,0,13.03623727,28.54080589,0.351963745,55.48093349,4.95354457,0,0,0,0,0,0,0,102.363485,41.57704316,89.32724769,46.53058773,13.03623727,0,0,0
25-Jun-06,38893,6,25,2006,26,138,71,20,18,0,22,0,7,0,0,0,0,0,27.51104787,14.42033542,0.90504963,0,87.80424409,0,4.235800873,0,0,0,0,0,130.640677,41.93138329,103.1296291,129.7356274,27.51104787,0,0,0
26-Jun-06,38894,6,26,2006,26,65,35,13,10,3,0,0,4,0,0,0,0,0,16.23785878,4.669160004,0.50280535,0.753200734,0,0,1.336140671,0,0,0,0,0,22.16302487,20.90701878,5.925166087,20.90701878,16.23785878,0,0,0
27-Jun-06,38895,6,27,2006,26,31,10,10,6,3,0,0,2,0,0,0,0,0,2.969047141,2.642100693,0.757029114,2.077998672,0,0,0.668070336,0,0,0,0,0,8.446175621,5.611147835,5.47712848,5.611147835,2.969047141,0,0,0
28-Jun-06,38896,6,28,2006,26,307.8355227,78,23,0,17,9,0,12,0,0,1,0,0,27.83552273,6.585125931,0,26.78970243,43.19399524,0,4.008422013,0,0,0,0,0,104.4043463,34.42064866,76.5688236,77.6146439,27.83552273,0,0,0
29-Jun-06,38897,6,29,2006,26,170,32,20,16,7,72,15,8,0,0,0,0,0,10.67018961,10.94072936,0.80448856,8.381458068,344.1024159,7.754116984,2.672281342,0,0,0,0,0,382.6533985,21.61091897,371.9832089,365.7133349,10.67018961,0,0,0
30-Jun-06,38898,6,30,2006,26,46,18,11,10,0,2,0,4,0,1,0,0,0,7.09814299,2.10756252,0.50280535,0,6.519753707,0,5.131250068,0,4.868572184,0,0,0,21.09683675,9.20570551,13.99869376,15.72545922,7.09814299,0,0,0
01-Jul-06,38899,7,1,2006,26,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
02-Jul-06,38900,7,2,2006,27,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
03-Jul-06,38901,7,3,2006,27,186,46,82,10,6,25,0,15,0,1,0,0,0,13.65761685,26.45039194,0.50280535,51.46053444,244.8113142,0,5.010527517,0,20.33237107,1.487332643,0,0,358.7023665,40.10800879,343.557417,286.4066556,13.65761685,0,0,0
04-Jul-06,38902,7,4,2006,27,91,41,15,7,8,5,15,0,0,0,0,0,0,12.75771266,3.600083657,0.351963745,2.008535291,14.69068894,7.754116984,0,0,0,0,0,0,41.16310127,16.35779631,28.40538861,31.04848525,12.75771266,0,0,0
05-Jul-06,38903,7,5,2006,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
06-Jul-06,38904,7,6,2006,27,100,45,17,12,0,0,20,5,0,0,1,0,0,16.28380903,3.983276843,0.60336642,0,0,10.33882265,1.670175839,0,0,33.03911705,0,0,64.24839199,20.26708587,14.92546591,53.30620293,16.28380903,0,0,0
07-Jul-06,38905,7,7,2006,27,207,125,33,25,4,10,0,10,0,0,0,0,0,40.03618616,17.61563523,1.257013375,13.29398462,73.41859647,0,3.340351678,0,0,0,0,0,145.6214159,57.65182139,105.5852297,131.0704179,40.03618616,0,0,0
08-Jul-06,38906,7,8,2006,27,296,130,62,20,22,62,0,0,0,0,0,0,0,47.36690351,50.52639531,1.0056107,13.86168312,434.8470761,0,0,0,0,0,0,0,547.6076687,97.89329882,500.2407652,532.7403749,47.36690351,0,0,0
09-Jul-06,38907,7,9,2006,28,136,89,26,0,0,12,0,8,0,1,0,0,0,28.76299707,24.76147462,0,0,89.59052216,0,12.16005483,0,14.35517221,0,0,0,157.4701661,53.52447169,128.707169,143.1149939,28.76299707,0,0,0
10-Jul-06,38908,7,10,2006,28,49,17,15,8,2,6,0,1,0,0,0,0,0,5.04738014,21.2541034,0.40224428,0.502133823,9.90708914,0,0.334035168,0,0,0,0,0,37.11295079,26.30148354,32.06557065,36.20857268,5.04738014,0,0,0
11-Jul-06,38909,7,11,2006,28,94,59,23,5,0,4,0,2,0,1,0,0,0,19.85585565,16.44739473,0.251402675,0,200.3892022,0,0.668070336,0,9.164398754,0,0,0,246.108254,36.30325038,226.2523983,236.6924525,19.85585565,0,0,0
12-Jul-06,38910,7,12,2006,28,21,8,4,4,3,2,0,0,0,0,0,0,0,2.375237713,3.595391551,0.20112214,2.077998672,3.302363047,0,0,0,0,0,0,0,11.55211312,5.970629264,9.17687541,9.272992311,2.375237713,0,0,0
13-Jul-06,38911,7,13,2006,28,81,33,17,15,4,7,0,5,0,0,0,0,0,11.5517137,8.264551555,0.754208025,2.329065583,30.23946021,0,1.670175839,0,0,0,0,0,53.13899907,19.81626526,41.58728537,50.05572546,11.5517137,0,0,0
14-Jul-06,38912,7,14,2006,28,166,19,93,10,8,31,0,5,0,0,0,0,0,5.641189568,81.35521927,0.50280535,23.96126127,594.5197831,0,11.15794933,0,0,0,0,0,705.9802586,86.99640883,700.339069,681.516192,5.641189568,0,0,0
15-Jul-06,38913,7,15,2006,28,12,4,5,2,0,1,0,0,0,0,0,0,0,1.187618857,8.771324571,0.10056107,0,1.651181523,0,0,0,0,0,0,0,11.71068602,9.958943428,10.52306716,11.61012495,1.187618857,0,0,0
16-Jul-06,38914,7,16,2006,29,13,0,5,0,2,6,0,0,0,0,0,0,0,0,17.18132384,0,11.46705286,191.7618679,0,0,0,0,0,0,0,220.4102446,17.18132384,220.4102446,208.9431918,0,0,0,0
17-Jul-06,38915,7,17,2006,29,45,5,22,2,4,7,3,2,0,0,0,0,0,1.484523571,50.31657909,0.10056107,21.2701403,176.769327,1.550823397,0.668070336,0,0,0,0,0,251.4919544,51.80110266,250.0074309,228.5704297,1.484523571,0,0,0
18-Jul-06,38916,7,18,2006,29,91,30,43,4,1,8,0,4,0,1,0,0,0,8.907141424,65.02944363,0.20112214,4.614884168,186.020842,0,3.233695369,0,4.868572184,0,0,0,269.6420056,73.93658506,260.7348641,259.9574271,8.907141424,0,0,0
19-Jul-06,38917,7,19,2006,29,80,25,31,6,2,9,0,6,1,0,0,0,0,7.422617853,52.19183504,1.212375019,1.82693176,102.814977,0,2.004211007,2.482116167,0,0,0,0,167.9508528,62.09656906,158.0461188,164.9115461,9.90473402,0,0,0
20-Jul-06,38918,7,20,2006,29,60,19,22,2,2,10,0,5,0,0,0,0,0,7.395047704,31.08229509,0.10056107,3.151729698,16.51181523,0,3.567730537,0,0,0,0,0,58.2414488,38.4773428,50.84640109,54.98915803,7.395047704,0,0,0
21-Jul-06,38919,7,21,2006,29,32,8,17,4,1,2,0,0,0,0,0,0,0,2.375237713,33.65637902,0.20112214,1.575864849,3.302363047,0,0,0,0,0,0,0,41.11096677,36.03161674,38.73572906,39.33397978,2.375237713,0,0,0
22-Jul-06,38920,7,22,2006,29,20,9,4,3,0,1,0,3,0,0,0,0,0,3.256761806,1.492521137,0.150841605,0,4.868572184,0,1.002105503,0,0,0,0,0,9.768696732,4.749282943,6.511934926,9.617855127,3.256761806,0,0,0
23-Jul-06,38921,7,23,2006,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.868572184,0,0,0,0,0,0,0,4.868572184,0,4.868572184,4.868572184,0,0,0,0
24-Jul-06,38922,7,24,2006,30,30,6,12,2,0,9,0,1,0,0,0,0,0,1.781428285,15.6949772,0.10056107,0,105.7012238,0,0.334035168,0,0,0,0,0,123.2781903,17.47640548,121.496762,123.1776292,1.781428285,0,0,0
25-Jul-06,38923,7,25,2006,30,23,5,12,4,0,2,0,0,0,0,0,0,0,3.238381706,34.49830461,0.20112214,0,3.302363047,0,0,0,0,0,0,0,41.2401715,37.73668632,38.0017898,41.03904936,3.238381706,0,0,0
26-Jul-06,38924,7,26,2006,30,45,6,22,0,0,2,6,8,0,0,1,0,1,2.366047663,42.06931613,0,0,68.73497172,3.101646794,12.16005483,0,0,0,0,1825.750193,116.2719823,1870.185557,113.9059346,1938.920529,2.366047663,0,0,0
27-Jul-06,38925,7,27,2006,30,21,4,10,2,0,1,4,0,0,0,1,0,0,1.772238235,27.56127608,0.10056107,0,55.3405721,2.067764529,0,0,0,0,0,0,86.84241202,29.33351432,85.07017378,84.67408642,1.772238235,1,0,1
28-Jul-06,38926,7,28,2006,30,25,4,14,7,0,0,0,0,0,0,0,0,0,1.187618857,5.511357479,0.351963745,0,0,0,0,0,0,0,0,0,7.05094008,6.698976335,5.863321223,6.698976335,1.187618857,0,0,0
29-Jul-06,38927,7,29,2006,30,36,8,20,0,6,0,0,2,0,0,0,0,0,2.375237713,29.86359832,0,2.831199406,0,0,0.668070336,0,0,0,0,0,35.07003543,32.23883603,32.69479772,32.23883603,2.375237713,0,0,0
30-Jul-06,38928,7,30,2006,31,51,9,25,7,3,0,7,0,0,0,0,0,0,3.256761806,16.03040166,0.351963745,7.766613866,0,3.618587926,0,0,0,0,0,0,31.024329,19.28716346,27.76756719,19.28716346,3.256761806,0,0,0
31-Jul-06,38929,7,31,2006,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
01-Aug-06,38930,8,1,2006,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
01-Apr-07,39173,4,1,2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Apr-07,39174,4,2,2007,14,5,0,3,0,2,0,0,0,0,0,0,0,0,0,1.300924544,0,0.502133823,0,0,0,0,0,0,0,0,1.803058367,1.300924544,1.803058367,1.300924544,0,0,0,0
03-Apr-07,39175,4,3,2007,14,59,11,9,0,9,0,13,16,0,1,0,0,0,6.004314796,8.811576176,0,2.259602202,0,6.720234719,11.03722678,0,4.868572184,0,0,0,28.66430008,14.81589097,22.65998528,14.81589097,6.004314796,0,0,0
04-Apr-07,39176,4,4,2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Apr-07,39177,4,5,2007,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.575864849,0,0,0,0,0,0,0,0,1.575864849,0,1.575864849,0,0,0,0,0
06-Apr-07,39178,4,6,2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Apr-07,39179,4,7,2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Apr-07,39180,4,8,2007,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Apr-07,39181,4,9,2007,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Apr-07,39182,4,10,2007,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0.881524093,0,0.881524093,0.881524093,0,0,0
11-Apr-07,39183,4,11,2007,15,6,5,1,0,0,0,0,0,0,0,0,0,0,3.238381706,0.917731359,0,0,0,0,0,0,0,0,0,0,4.156113065,4.156113065,0.917731359,4.156113065,3.238381706,0,0,0
12-Apr-07,39184,4,12,2007,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0.881524093,0,0.881524093,0.881524093,0,0,0
13-Apr-07,39185,4,13,2007,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Apr-07,39186,4,14,2007,15,34,34,0,0,0,0,0,0,0,0,0,0,0,11.26399904,0,0,0,0,0,0,0,0,0,0,0,11.26399904,11.26399904,0,11.26399904,11.26399904,0,0,0
15-Apr-07,39187,4,15,2007,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Apr-07,39188,4,16,2007,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Apr-07,39189,4,17,2007,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Apr-07,39190,4,18,2007,16,6,5,1,0,0,0,0,0,0,0,0,0,0,1.484523571,0.917731359,0,0,0,0,0,0,0,0,0,0,2.402254929,2.402254929,0.917731359,2.402254929,1.484523571,0,0,0
19-Apr-07,39191,4,19,2007,16,28,22,6,0,0,0,0,0,0,0,0,0,0,8.870381225,1.149579556,0,0,0,0,0,0,0,0,0,0,10.01996078,10.01996078,1.149579556,10.01996078,8.870381225,0,0,0
20-Apr-07,39192,4,20,2007,16,11,5,1,0,4,0,0,1,0,0,0,0,0,4.407620464,0.191596593,0,1.004267645,0,0,2.231589866,0,0,0,0,0,5.603484702,4.599217056,1.195864238,4.599217056,4.407620464,0,0,0
21-Apr-07,39193,4,21,2007,16,205,113,8,0,9,6,66,3,0,0,0,0,0,35.88871021,8.619979584,0,2.259602202,9.90708914,34.11811473,2.899660202,0,0,0,0,0,90.79349587,44.50868979,54.90478565,54.41577893,35.88871021,0,0,0
22-Apr-07,39194,4,22,2007,17,323,131,11,0,5,27,138,10,0,1,0,0,0,67.22946366,16.2819762,0,6.943949751,127.2278077,71.33787625,7.135461074,0,1.651181523,0,0,0,290.672255,83.51143986,223.4427914,210.7392475,67.22946366,0,0,0
23-Apr-07,39195,4,23,2007,17,22,14,4,0,3,0,1,0,0,0,0,0,0,4.156665998,0.766386371,0,0.753200734,0,0.516941132,0,0,0,0,0,0,6.193194235,4.923052369,2.036528237,4.923052369,4.156665998,0,0,0
24-Apr-07,39196,4,24,2007,17,13,11,0,0,0,0,1,1,0,0,0,0,0,5.219752704,0,0,0,0,0.516941132,0.334035168,0,0,0,0,0,5.736693836,5.219752704,0.516941132,5.219752704,5.219752704,0,0,0
25-Apr-07,39197,4,25,2007,17,60,56,0,0,0,0,2,2,0,0,0,0,0,23.85724801,0,0,0,0,1.033882265,0.668070336,0,0,0,0,0,24.89113027,23.85724801,1.033882265,23.85724801,23.85724801,0,0,0
26-Apr-07,39198,4,26,2007,17,10,6,2,0,1,0,0,1,0,0,0,0,0,1.781428285,0.383193185,0,0.251066911,0,0,0.334035168,0,0,0,0,0,2.415688382,2.16462147,0.634260097,2.16462147,1.781428285,0,0,0
27-Apr-07,39199,4,27,2007,17,48,29,4,0,0,4,11,0,0,0,0,0,0,11.73327632,0.766386371,0,0,6.604726093,5.686352455,0,0,0,0,0,0,24.79074123,12.49966269,13.05746492,19.10438878,11.73327632,0,0,0
28-Apr-07,39200,4,28,2007,17,46,39,0,0,0,1,6,0,0,0,0,0,0,13.91776137,0,0,0,1.651181523,3.101646794,0,0,0,0,0,0,18.67058968,13.91776137,4.752828317,15.56894289,13.91776137,0,0,0
29-Apr-07,39201,4,29,2007,18,148,137,2,0,0,1,8,0,0,0,0,0,0,41.84518459,7.470400027,0,0,1.651181523,4.135529058,0,0,0,0,0,0,55.1022952,49.31558462,13.25711061,50.96676614,41.84518459,0,0,0
30-Apr-07,39202,4,30,2007,18,11,10,1,0,0,0,0,0,0,0,0,0,0,2.969047141,0.191596593,0,0,0,0,0,0,0,0,0,0,3.160643734,3.160643734,0.191596593,3.160643734,2.969047141,0,0,0
01-May-07,39203,5,1,2007,18,385,279,2,0,2,1,100,1,0,0,0,0,0,100.3902054,0.383193185,0,0.502133823,4.868572184,51.69411323,0.334035168,0,0,0,0,0,157.8382178,100.7733985,57.44801242,105.6419707,100.3902054,0,0,0
02-May-07,39204,5,2,2007,18,35,35,0,0,0,0,0,0,0,0,0,0,0,12.34546584,0,0,0,0,0,0,0,0,0,0,0,12.34546584,12.34546584,0,12.34546584,12.34546584,0,0,0
03-May-07,39205,5,3,2007,18,90,85,1,0,1,1,1,1,0,0,0,0,0,27.97526364,0.191596593,0,0.251066911,1.651181523,0.516941132,0.334035168,0,0,0,0,0,30.5860498,28.16686023,2.61078616,29.81804176,27.97526364,0,0,0
04-May-07,39206,5,4,2007,18,365,322,7,0,13,3,14,6,0,0,0,0,0,105.7417901,2.067310915,0,3.263869847,4.95354457,7.237175852,2.004211007,0,0,0,0,0,123.2636913,107.809101,17.52190118,112.7626456,105.7417901,0,0,0
05-May-07,39207,5,5,2007,18,438,406,2,1,8,7,10,4,0,0,0,0,0,144.0556492,0.383193185,0.050280535,2.008535291,11.55827066,5.169411323,1.336140671,0,0,0,0,0,163.2253402,144.4388424,19.169691,155.9971131,144.0556492,0,0,0
06-May-07,39208,5,6,2007,19,105,99,2,0,2,0,2,0,0,0,0,0,0,35.23976048,0.383193185,0,0.502133823,0,1.033882265,0,0,0,0,0,0,37.15896976,35.62295367,1.919209273,35.62295367,35.23976048,0,0,0
07-May-07,39209,5,7,2007,19,362,291,16,0,6,0,43,3,0,3,0,0,0,110.7747483,7.995938692,0,23.4864955,0,22.22846869,2.899660202,0,8.170935231,0,0,0,172.6565864,118.770687,61.88183811,118.770687,110.7747483,0,0,0
08-May-07,39210,5,8,2007,19,375,261,20,2,3,44,44,1,0,0,0,0,0,94.0614157,6.660937035,0.10056107,0.753200734,183.1217054,22.74540982,2.231589866,0,0,0,0,0,307.4432298,100.7223527,213.3818141,283.8440581,94.0614157,0,0,0
09-May-07,39211,5,9,2007,19,1851,352,46,1,13,1249,160,22,0,5,3,1,0,133.1448464,27.29220471,0.050280535,59.87583027,6036.345586,84.86592137,9.246328389,0,11.47329828,0,0.074642639,0,6353.122611,160.5116937,6219.903122,6196.85728,133.1448464,0,0,0
10-May-07,39212,5,10,2007,19,500,289,10,4,0,8,188,1,0,0,0,0,0,106.85176,4.018836342,0.20112214,0,16.42684285,97.18493286,0.334035168,0,0,0,0,0,224.6834942,110.8705964,117.8317342,127.2974392,106.85176,0,0,0
11-May-07,39213,5,11,2007,19,560,356,0,4,3,28,169,0,0,0,0,0,0,163.5030141,0,0.20112214,2.077998672,49.45047331,87.36305135,0,0,0,0,0,0,302.5956596,163.5030141,139.0926455,212.9534875,163.5030141,0,0,0
12-May-07,39214,5,12,2007,19,52,43,0,0,0,2,7,0,0,0,0,0,0,13.35152209,0,0,0,3.302363047,3.618587926,0,0,0,0,0,0,20.27247306,13.35152209,6.920950973,16.65388513,13.35152209,0,0,0
13-May-07,39215,5,13,2007,20,27,26,0,0,1,0,0,0,0,0,0,0,0,8.304141946,0,0,0.251066911,0,0,0,0,0,0,0,0,8.555208857,8.304141946,0.251066911,8.304141946,8.304141946,0,0,0
14-May-07,39216,5,14,2007,20,480,328,16,4,2,17,107,5,0,1,1,0,0,131.5670956,3.065545484,0.20112214,0.502133823,44.1570392,55.31270115,3.567730537,0,4.868572184,0,0,0,239.6742096,134.6326411,108.107114,178.7896803,131.5670956,1,0,1
15-May-07,39217,5,15,2007,20,219,101,14,6,5,24,67,0,0,2,0,0,0,38.17204743,3.408487064,0.30168321,5.22972837,68.58487251,34.63505586,0,0,6.519753707,0,0,0,156.8516281,41.58053449,118.6795807,110.165407,38.17204743,0,0,0
16-May-07,39218,5,16,2007,20,60,24,18,8,1,1,8,0,0,0,1,0,0,10.04881003,3.448738669,0.40224428,0.251066911,1.651181523,4.135529058,0,0,0,0,0,0,19.93757047,13.4975487,9.888760442,15.14873022,10.04881003,1,0,1
17-May-07,39219,5,17,2007,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18-May-07,39220,5,18,2007,20,18,16,2,0,0,0,0,0,0,0,1,0,0,5.335094805,0.383193185,0,0,0,0,0,0,0,0,0,0,5.71828799,5.71828799,0.383193185,5.71828799,5.335094805,1,0,1
19-May-07,39221,5,19,2007,20,193,146,6,3,3,4,30,1,0,0,0,0,0,57.37895335,1.149579556,0.150841605,0.753200734,6.604726093,15.50823397,0.334035168,0,0,0,0,0,81.5455353,58.5285329,24.16658196,65.133259,57.37895335,0,0,0
20-May-07,39222,5,20,2007,21,48,45,1,0,0,2,0,0,0,0,0,0,0,16.86842841,0.191596593,0,0,3.302363047,0,0,0,0,0,0,0,20.36238805,17.060025,3.493959639,20.36238805,16.86842841,0,0,0
21-May-07,39223,5,21,2007,21,30,26,1,1,0,0,2,0,0,0,0,0,0,8.888761324,0.191596593,0.050280535,0,0,1.033882265,0,0,0,0,0,0,10.16452072,9.080357917,1.275759392,9.080357917,8.888761324,0,0,0
22-May-07,39224,5,22,2007,21,1083,667,63,8,11,242,78,9,0,5,1,0,0,256.4944953,15.70125917,0.40224428,5.4113319,1078.455358,40.32140832,4.903871208,0,14.69068894,0,0,0,1411.476786,272.1957545,1154.982291,1350.651113,256.4944953,1,0,1
23-May-07,39225,5,23,2007,21,1339,498,100,5,8,547,58,118,0,5,0,0,0,201.673948,27.1471417,0.251402675,20.94961,2584.719786,29.98258567,54.59658738,0,11.47329828,0,0,0,2876.197773,228.8210897,2674.523825,2813.540876,201.673948,0,0,0
24-May-07,39226,5,24,2007,21,1365,363,35,9,10,759,184,4,0,1,0,0,0,142.0965425,20.35137353,0.452524815,3.835467051,3639.378824,95.11716833,3.233695369,0,1.651181523,0,0,0,3902.883082,162.447916,3760.786539,3801.82674,142.0965425,0,0,0
25-May-07,39227,5,25,2007,21,773,483,44,13,9,48,172,3,0,0,0,0,0,184.4028162,14.73886132,0.653646955,6.233996015,98.56105709,88.91387475,2.899660202,0,0,0.499715272,0,0,394.0039676,199.1416775,209.1014361,298.2024498,184.4028162,0,0,0
26-May-07,39228,5,26,2007,21,568,200,8,21,3,30,304,1,0,1,0,0,0,66.98099475,2.258907508,1.055891235,0.753200734,49.5354457,157.1501042,2.231589866,0,1.651181523,0,0,0,279.3857257,69.23990225,212.4047309,118.775348,66.98099475,0,0,0
27-May-07,39229,5,27,2007,22,726,265,20,26,0,133,277,5,0,0,0,0,0,103.6336486,12.37140823,1.30729391,0,429.8159715,143.1926936,5.465285236,0,0,0,0,0,690.3210158,116.0050568,586.6873672,545.8210283,103.6336486,0,0,0
28-May-07,39230,5,28,2007,22,151,78,9,11,2,27,22,2,0,0,0,0,0,35.36319209,2.450504101,0.553085885,4.865951079,44.58190113,11.37270491,0.668070336,0,0,0,0,0,99.18733919,37.81369619,63.82414711,82.39559732,35.36319209,0,0,0
29-May-07,39231,5,29,2007,22,363,261,7,21,3,23,42,6,0,0,0,0,0,94.20707149,3.519580447,1.055891235,0.753200734,37.97717504,21.71152755,9.5944298,0,0,0,0,0,159.2244465,97.72665194,65.01737501,135.703827,94.20707149,0,0,0
30-May-07,39232,5,30,2007,22,1792,1377,41,58,7,70,217,18,0,4,0,0,0,467.7214878,22.0745377,2.916271029,1.757468379,163.8435665,112.1762257,24.59331624,0,13.03950741,0,0,0,783.5290646,489.7960255,315.8075768,653.6395921,467.7214878,0,0,0
31-May-07,39233,5,31,2007,22,1066,609,39,40,17,63,276,16,0,5,0,0,0,225.7356206,37.42044265,3.832605018,44.19919564,226.3574663,144.8310927,40.60837442,0,25.42129683,0.499715272,0,0,708.2974351,263.1560632,482.0620992,490.0132449,225.7356206,0,0,0
01-Jun-07,39234,6,1,2007,22,226,160,13,27,1,19,0,5,0,0,1,0,0,61.73556206,13.08064166,2.723612158,0.251066911,37.80723027,0,1.670175839,0,0,0,0,0,115.5981131,74.81620372,53.862551,112.623434,61.73556206,0,0,0
02-Jun-07,39235,6,2,2007,22,353,184,21,37,5,15,80,7,0,4,0,0,0,68.66133248,17.44241958,2.315725699,3.904930432,24.76772285,41.35529058,11.82601967,0,6.604726093,0,0,0,165.0521477,86.10375207,96.39081524,110.8714749,68.66133248,0,0,0
03-Jun-07,39236,6,3,2007,23,264,168,9,28,1,13,40,4,0,0,1,0,0,55.14156638,3.902773633,1.407854979,0.251066911,28.97857703,20.67764529,5.131250068,0,0,0,0,0,110.3594842,59.04434001,55.21791785,88.02291705,55.14156638,0,0,0
04-Jun-07,39237,6,4,2007,23,256,179,25,9,1,7,31,3,0,0,1,0,0,71.26914456,6.968319116,1.363216624,0.251066911,14.77566132,16.0251751,1.002105503,0,0,0,0,0,110.6525836,78.23746368,39.38343908,93.01312501,71.26914456,0,0,0
05-Jun-07,39238,6,5,2007,23,79,52,14,3,1,5,2,0,0,1,0,0,0,16.60828389,2.682352298,0.150841605,0.251066911,8.255907617,1.033882265,0,0,4.868572184,0.499715272,0,0,34.35062204,19.29063619,17.24262288,28.04625908,16.60828389,0,0,0
06-Jun-07,39239,6,6,2007,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
07-Jun-07,39240,6,7,2007,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
08-Jun-07,39241,6,8,2007,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
